paper_id,publication_year,biased_group_id,is_biased_member
0,2021,-1,0
1,2018,-1,0
2,2022,-1,0
3,2019,-1,0
4,2021,-1,0
5,2017,-1,0
6,2021,-1,0
7,2022,-1,0
8,2019,-1,0
9,2018,-1,0
10,2022,-1,0
11,2022,-1,0
12,2017,-1,0
13,2020,-1,0
14,2019,-1,0
15,2016,-1,0
16,2022,-1,0
17,2020,-1,0
18,2016,-1,0
19,2019,-1,0
20,2015,-1,0
21,2020,-1,0
22,2023,-1,0
23,2015,-1,0
24,2017,-1,0
25,2021,-1,0
26,2019,1,1
27,2023,-1,0
28,2017,-1,0
29,2019,-1,0
30,2017,-1,0
31,2021,-1,0
32,2019,-1,0
33,2023,-1,0
34,2021,-1,0
35,2016,-1,0
36,2018,-1,0
37,2017,0,1
38,2016,-1,0
39,2023,-1,0
40,2019,-1,0
41,2016,-1,0
42,2018,-1,0
43,2021,-1,0
44,2022,-1,0
45,2017,-1,0
46,2015,-1,0
47,2018,-1,0
48,2016,-1,0
49,2022,-1,0
50,2018,-1,0
51,2016,-1,0
52,2020,-1,0
53,2020,-1,0
54,2018,-1,0
55,2020,-1,0
56,2016,-1,0
57,2016,-1,0
58,2018,-1,0
59,2022,-1,0
60,2021,-1,0
61,2023,-1,0
62,2022,-1,0
63,2019,-1,0
64,2016,-1,0
65,2019,-1,0
66,2022,-1,0
67,2023,-1,0
68,2023,-1,0
69,2015,-1,0
70,2023,-1,0
71,2021,-1,0
72,2023,-1,0
73,2022,-1,0
74,2015,-1,0
75,2022,-1,0
76,2022,-1,0
77,2017,-1,0
78,2015,-1,0
79,2022,-1,0
80,2017,-1,0
81,2017,-1,0
82,2015,-1,0
83,2019,-1,0
84,2021,-1,0
85,2023,-1,0
86,2021,-1,0
87,2020,2,1
88,2022,-1,0
89,2016,-1,0
90,2015,-1,0
91,2019,1,1
92,2021,-1,0
93,2022,-1,0
94,2019,-1,0
95,2017,-1,0
96,2022,-1,0
97,2020,-1,0
98,2017,-1,0
99,2015,-1,0
100,2017,-1,0
101,2019,-1,0
102,2017,-1,0
103,2015,-1,0
104,2019,-1,0
105,2021,-1,0
106,2021,-1,0
107,2023,-1,0
108,2020,2,1
109,2021,-1,0
110,2017,0,1
111,2018,-1,0
112,2018,-1,0
113,2019,-1,0
114,2021,-1,0
115,2021,-1,0
116,2018,-1,0
117,2021,-1,0
118,2017,-1,0
119,2020,-1,0
120,2016,-1,0
121,2023,-1,0
122,2019,-1,0
123,2020,-1,0
124,2018,-1,0
125,2021,-1,0
126,2023,-1,0
127,2021,-1,0
128,2015,-1,0
129,2015,-1,0
130,2023,-1,0
131,2023,-1,0
132,2018,-1,0
133,2023,-1,0
134,2017,-1,0
135,2021,-1,0
136,2020,-1,0
137,2022,-1,0
138,2023,-1,0
139,2019,-1,0
140,2015,-1,0
141,2017,0,1
142,2022,-1,0
143,2020,-1,0
144,2022,-1,0
145,2023,-1,0
146,2019,1,1
147,2015,-1,0
148,2015,-1,0
149,2017,0,1
150,2021,-1,0
151,2016,-1,0
152,2017,-1,0
153,2015,-1,0
154,2019,-1,0
155,2015,-1,0
156,2022,-1,0
157,2015,-1,0
158,2015,-1,0
159,2016,-1,0
160,2016,-1,0
161,2020,-1,0
162,2021,-1,0
163,2019,-1,0
164,2015,-1,0
165,2015,-1,0
166,2017,-1,0
167,2016,-1,0
168,2019,-1,0
169,2020,-1,0
170,2021,-1,0
171,2018,-1,0
172,2021,-1,0
173,2022,-1,0
174,2019,1,1
175,2020,-1,0
176,2022,-1,0
177,2019,-1,0
178,2018,-1,0
179,2020,2,1
180,2020,-1,0
181,2020,-1,0
182,2015,-1,0
183,2023,-1,0
184,2020,-1,0
185,2017,-1,0
186,2018,-1,0
187,2018,-1,0
188,2017,-1,0
189,2017,-1,0
190,2017,-1,0
191,2018,-1,0
192,2021,-1,0
193,2018,-1,0
194,2023,-1,0
195,2015,-1,0
196,2020,2,1
197,2021,-1,0
198,2016,-1,0
199,2022,-1,0
